ignore,Fuel,Date,Zone,Week,Year,MW
FOU2T52W,WIND,20181018131100,N,28,2019,2590
FOU2T52W,BIOMASS,20181018131100,N,29,2019,2474
FOU2T52W,CCGT,20181018131100,N,29,2019,26317
FOU2T52W,COAL,20181018131100,N,29,2019,7742
FOU2T52W,INTEW,20181018131100,N,29,2019,500
FOU2T52W,INTFR,20181018131100,N,29,2019,2000
FOU2T52W,INTIRL,20181018131100,N,29,2019,500
FOU2T52W,INTNED,20181018131100,N,29,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,29,2019,988
FOU2T52W,NUCLEAR,20181018131100,N,29,2019,7761
FOU2T52W,OCGT,20181018131100,N,29,2019,876
FOU2T52W,OTHER,20181018131100,N,29,2019,66
FOU2T52W,PS,20181018131100,N,29,2019,2570
FOU2T52W,WIND,20181018131100,N,29,2019,2594
FOU2T52W,BIOMASS,20181018131100,N,30,2019,2474
FOU2T52W,CCGT,20181018131100,N,30,2019,28507
FOU2T52W,COAL,20181018131100,N,30,2019,7227
FOU2T52W,INTEW,20181018131100,N,30,2019,500
FOU2T52W,INTFR,20181018131100,N,30,2019,2000
FOU2T52W,INTIRL,20181018131100,N,30,2019,500
FOU2T52W,INTNED,20181018131100,N,30,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,30,2019,975
FOU2T52W,NUCLEAR,20181018131100,N,30,2019,7668
FOU2T52W,OCGT,20181018131100,N,30,2019,876
FOU2T52W,OTHER,20181018131100,N,30,2019,66
FOU2T52W,PS,20181018131100,N,30,2019,2570
FOU2T52W,WIND,20181018131100,N,30,2019,2558
FOU2T52W,BIOMASS,20181018131100,N,31,2019,2474
FOU2T52W,CCGT,20181018131100,N,31,2019,26892
FOU2T52W,COAL,20181018131100,N,31,2019,8240
FOU2T52W,INTEW,20181018131100,N,31,2019,500
FOU2T52W,INTFR,20181018131100,N,31,2019,2000
FOU2T52W,INTIRL,20181018131100,N,31,2019,500
FOU2T52W,INTNED,20181018131100,N,31,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,31,2019,981
FOU2T52W,NUCLEAR,20181018131100,N,31,2019,9029
FOU2T52W,OCGT,20181018131100,N,31,2019,876
FOU2T52W,OTHER,20181018131100,N,31,2019,66
FOU2T52W,PS,20181018131100,N,31,2019,2570
FOU2T52W,WIND,20181018131100,N,31,2019,2341
FOU2T52W,BIOMASS,20181018131100,N,32,2019,2477
FOU2T52W,CCGT,20181018131100,N,32,2019,25798
FOU2T52W,COAL,20181018131100,N,32,2019,6737
FOU2T52W,INTEW,20181018131100,N,32,2019,500
FOU2T52W,INTFR,20181018131100,N,32,2019,2000
FOU2T52W,INTIRL,20181018131100,N,32,2019,500
FOU2T52W,INTNED,20181018131100,N,32,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,32,2019,1004
FOU2T52W,NUCLEAR,20181018131100,N,32,2019,8184
FOU2T52W,OCGT,20181018131100,N,32,2019,876
FOU2T52W,OTHER,20181018131100,N,32,2019,66
FOU2T52W,PS,20181018131100,N,32,2019,2570
FOU2T52W,WIND,20181018131100,N,32,2019,3127
FOU2T52W,BIOMASS,20181018131100,N,33,2019,2477
FOU2T52W,CCGT,20181018131100,N,33,2019,27135
FOU2T52W,COAL,20181018131100,N,33,2019,7217
FOU2T52W,INTEW,20181018131100,N,33,2019,500
FOU2T52W,INTFR,20181018131100,N,33,2019,2000
FOU2T52W,INTIRL,20181018131100,N,33,2019,500
FOU2T52W,INTNED,20181018131100,N,33,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,33,2019,1019
FOU2T52W,NUCLEAR,20181018131100,N,33,2019,8047
FOU2T52W,OCGT,20181018131100,N,33,2019,876
FOU2T52W,OTHER,20181018131100,N,33,2019,66
FOU2T52W,PS,20181018131100,N,33,2019,2570
FOU2T52W,WIND,20181018131100,N,33,2019,3222
FOU2T52W,BIOMASS,20181018131100,N,34,2019,2474
FOU2T52W,CCGT,20181018131100,N,34,2019,26880
FOU2T52W,COAL,20181018131100,N,34,2019,7709
FOU2T52W,INTEW,20181018131100,N,34,2019,0
FOU2T52W,INTFR,20181018131100,N,34,2019,2000
FOU2T52W,INTIRL,20181018131100,N,34,2019,500
FOU2T52W,INTNED,20181018131100,N,34,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,34,2019,1034
FOU2T52W,NUCLEAR,20181018131100,N,34,2019,7425
FOU2T52W,OCGT,20181018131100,N,34,2019,876
FOU2T52W,OTHER,20181018131100,N,34,2019,66
FOU2T52W,PS,20181018131100,N,34,2019,2720
FOU2T52W,WIND,20181018131100,N,34,2019,3212
FOU2T52W,BIOMASS,20181018131100,N,35,2019,2474
FOU2T52W,CCGT,20181018131100,N,35,2019,26904
FOU2T52W,COAL,20181018131100,N,35,2019,7709
FOU2T52W,INTEW,20181018131100,N,35,2019,500
FOU2T52W,INTFR,20181018131100,N,35,2019,2000
FOU2T52W,INTIRL,20181018131100,N,35,2019,500
FOU2T52W,INTNED,20181018131100,N,35,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,35,2019,1022
FOU2T52W,NUCLEAR,20181018131100,N,35,2019,7336
FOU2T52W,OCGT,20181018131100,N,35,2019,876
FOU2T52W,OTHER,20181018131100,N,35,2019,66
FOU2T52W,PS,20181018131100,N,35,2019,2720
FOU2T52W,WIND,20181018131100,N,35,2019,3222
FOU2T52W,BIOMASS,20181018131100,N,36,2019,2474
FOU2T52W,CCGT,20181018131100,N,36,2019,26164
FOU2T52W,COAL,20181018131100,N,36,2019,9709
FOU2T52W,INTEW,20181018131100,N,36,2019,500
FOU2T52W,INTFR,20181018131100,N,36,2019,2000
FOU2T52W,INTIRL,20181018131100,N,36,2019,500
FOU2T52W,INTNED,20181018131100,N,36,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,36,2019,993
FOU2T52W,NUCLEAR,20181018131100,N,36,2019,7656
FOU2T52W,OCGT,20181018131100,N,36,2019,876
FOU2T52W,OTHER,20181018131100,N,36,2019,66
FOU2T52W,PS,20181018131100,N,36,2019,2420
FOU2T52W,WIND,20181018131100,N,36,2019,3842
FOU2T52W,BIOMASS,20181018131100,N,37,2019,2474
FOU2T52W,CCGT,20181018131100,N,37,2019,24961
FOU2T52W,COAL,20181018131100,N,37,2019,9709
FOU2T52W,INTEW,20181018131100,N,37,2019,500
FOU2T52W,INTFR,20181018131100,N,37,2019,2000
FOU2T52W,INTIRL,20181018131100,N,37,2019,500
FOU2T52W,INTNED,20181018131100,N,37,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,37,2019,993
FOU2T52W,NUCLEAR,20181018131100,N,37,2019,7693
FOU2T52W,OCGT,20181018131100,N,37,2019,876
FOU2T52W,OTHER,20181018131100,N,37,2019,66
FOU2T52W,PS,20181018131100,N,37,2019,2120
FOU2T52W,WIND,20181018131100,N,37,2019,3849
FOU2T52W,BIOMASS,20181018131100,N,38,2019,2474
FOU2T52W,CCGT,20181018131100,N,38,2019,26551
FOU2T52W,COAL,20181018131100,N,38,2019,9709
FOU2T52W,INTEW,20181018131100,N,38,2019,500
FOU2T52W,INTFR,20181018131100,N,38,2019,2000
FOU2T52W,INTIRL,20181018131100,N,38,2019,500
FOU2T52W,INTNED,20181018131100,N,38,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,38,2019,993
FOU2T52W,NUCLEAR,20181018131100,N,38,2019,7899
FOU2T52W,OCGT,20181018131100,N,38,2019,876
FOU2T52W,OTHER,20181018131100,N,38,2019,66
FOU2T52W,PS,20181018131100,N,38,2019,2270
FOU2T52W,WIND,20181018131100,N,38,2019,3856
FOU2T52W,BIOMASS,20181018131100,N,39,2019,2474
FOU2T52W,CCGT,20181018131100,N,39,2019,26937
FOU2T52W,COAL,20181018131100,N,39,2019,9709
FOU2T52W,INTEW,20181018131100,N,39,2019,500
FOU2T52W,INTFR,20181018131100,N,39,2019,2000
FOU2T52W,INTIRL,20181018131100,N,39,2019,500
FOU2T52W,INTNED,20181018131100,N,39,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,39,2019,993
FOU2T52W,NUCLEAR,20181018131100,N,39,2019,7994
FOU2T52W,OCGT,20181018131100,N,39,2019,876
FOU2T52W,OTHER,20181018131100,N,39,2019,66
FOU2T52W,PS,20181018131100,N,39,2019,2270
FOU2T52W,WIND,20181018131100,N,39,2019,3873
FOU2T52W,BIOMASS,20181018131100,N,40,2019,3119
FOU2T52W,CCGT,20181018131100,N,40,2019,27839
FOU2T52W,COAL,20181018131100,N,40,2019,10229
FOU2T52W,INTEW,20181018131100,N,40,2019,500
FOU2T52W,INTFR,20181018131100,N,40,2019,2000
FOU2T52W,INTIRL,20181018131100,N,40,2019,500
FOU2T52W,INTNED,20181018131100,N,40,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,40,2019,1001
FOU2T52W,NUCLEAR,20181018131100,N,40,2019,8270
FOU2T52W,OCGT,20181018131100,N,40,2019,876
FOU2T52W,OTHER,20181018131100,N,40,2019,66
FOU2T52W,PS,20181018131100,N,40,2019,2570
FOU2T52W,WIND,20181018131100,N,40,2019,3868
FOU2T52W,BIOMASS,20181018131100,N,41,2019,3119
FOU2T52W,CCGT,20181018131100,N,41,2019,28724
FOU2T52W,COAL,20181018131100,N,41,2019,8268
FOU2T52W,INTEW,20181018131100,N,41,2019,500
FOU2T52W,INTFR,20181018131100,N,41,2019,2000
FOU2T52W,INTIRL,20181018131100,N,41,2019,500
FOU2T52W,INTNED,20181018131100,N,41,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,41,2019,1011
FOU2T52W,NUCLEAR,20181018131100,N,41,2019,7893
FOU2T52W,OCGT,20181018131100,N,41,2019,876
FOU2T52W,OTHER,20181018131100,N,41,2019,66
FOU2T52W,PS,20181018131100,N,41,2019,2570
FOU2T52W,WIND,20181018131100,N,41,2019,5166
FOU2T52W,BIOMASS,20181018131100,N,42,2019,3249
FOU2T52W,CCGT,20181018131100,N,42,2019,27796
FOU2T52W,COAL,20181018131100,N,42,2019,8268
FOU2T52W,INTEW,20181018131100,N,42,2019,500
FOU2T52W,INTFR,20181018131100,N,42,2019,2000
FOU2T52W,INTIRL,20181018131100,N,42,2019,500
FOU2T52W,INTNED,20181018131100,N,42,2019,1000
FOU2T52W,NPSHYD,20181018131100,N,42,2019,1011
FOU2T52W,NUCLEAR,20181018131100,N,42,2019,7991
FOU2T52W,OCGT,20181018131100,N,42,2019,876
FOU2T52W,OTHER,20181018131100,N,42,2019,66
FOU2T52W,PS,20181018131100,N,42,2019,2570
FOU2T52W,WIND,20181018131100,N,42,2019,5157
FTR,663
