HDR,SYSTEM FREQUENCY DATA
FREQ,20181010221445,50.027
FREQ,20181010221500,50.047
FREQ,20181010221515,50.025
FREQ,20181010221530,50.025
FREQ,20181010221545,50.080
FREQ,20181010221600,50.070
FREQ,20181010221615,50.070
FREQ,20181010221630,50.052
FREQ,20181010221645,50.050
FREQ,20181010221700,50.055
FREQ,20181010221715,50.047
FREQ,20181010221730,50.030
FREQ,20181010221745,50.025
FREQ,20181010221800,50.010
FREQ,20181010221815,49.985
FREQ,20181010221830,50.020
FREQ,20181010221845,49.990
FREQ,20181010221900,49.980
FREQ,20181010221915,49.962
FREQ,20181010221930,50.007
FREQ,20181010221945,50.025
FREQ,20181010222000,50.035
FREQ,20181010222015,49.995
FREQ,20181010222030,50.037
FREQ,20181010222045,50.017
FREQ,20181010222100,50.035
FREQ,20181010222115,50.010
FREQ,20181010222130,49.997
FREQ,20181010222145,50.000
FREQ,20181010222200,50.037
FREQ,20181010222215,50.015
FREQ,20181010222230,50.007
FREQ,20181010222245,50.000
FREQ,20181010222300,49.982
FREQ,20181010222315,50.015
FREQ,20181010222330,50.030
FREQ,20181010222345,50.040
FREQ,20181010222400,50.057
FREQ,20181010222415,50.030
FREQ,20181010222430,50.052
FREQ,20181010222445,50.025
FREQ,20181010222500,50.045
FREQ,20181010222515,50.035
FREQ,20181010222530,50.045
FREQ,20181010222545,50.032
FREQ,20181010222600,50.035
FREQ,20181010222615,50.052
FREQ,20181010222630,50.037
FREQ,20181010222645,50.042
FREQ,20181010222700,50.045
FREQ,20181010222715,50.047
FREQ,20181010222730,50.022
FREQ,20181010222745,50.002
FREQ,20181010222800,50.020
FREQ,20181010222815,50.020
FREQ,20181010222830,50.020
FREQ,20181010222845,50.035
FREQ,20181010222900,50.040
FREQ,20181010222915,50.030
FREQ,20181010222930,50.025
FREQ,20181010222945,50.027
FREQ,20181010223000,50.045
FREQ,20181010223015,50.025
FREQ,20181010223030,50.062
FREQ,20181010223045,50.052
FREQ,20181010223100,50.060
FREQ,20181010223115,50.067
FREQ,20181010223130,50.042
FREQ,20181010223145,50.037
FREQ,20181010223200,50.065
FREQ,20181010223215,50.037
FREQ,20181010223230,50.020
FREQ,20181010223245,50.050
FREQ,20181010223300,50.040
FREQ,20181010223315,50.070
FREQ,20181010223330,50.062
FREQ,20181010223345,50.062
FREQ,20181010223400,50.077
FREQ,20181010223415,50.045
FREQ,20181010223430,50.080
FREQ,20181010223445,50.082
FREQ,20181010223500,50.075
FREQ,20181010223515,50.070
FREQ,20181010223530,50.065
FREQ,20181010223545,50.090
FREQ,20181010223600,50.090
FREQ,20181010223615,50.087
FREQ,20181010223630,50.045
FREQ,20181010223645,50.000
FREQ,20181010223700,50.007
FREQ,20181010223715,50.022
FREQ,20181010223730,50.025
FREQ,20181010223745,50.027
FREQ,20181010223800,50.045
FREQ,20181010223815,50.035
FREQ,20181010223830,50.057
FREQ,20181010223845,50.032
FREQ,20181010223900,50.052
FREQ,20181010223915,50.062
FREQ,20181010223930,50.072
FREQ,20181010223945,50.077
FREQ,20181010224000,50.062
FREQ,20181010224015,50.057
FREQ,20181010224030,50.065
FREQ,20181010224045,50.062
FREQ,20181010224100,50.007
FREQ,20181010224115,49.937
FREQ,20181010224130,49.997
FREQ,20181010224145,49.995
FREQ,20181010224200,49.995
FREQ,20181010224215,50.012
FREQ,20181010224230,50.020
FREQ,20181010224245,49.992
FREQ,20181010224300,49.967
FREQ,20181010224315,49.967
FREQ,20181010224330,49.990
FREQ,20181010224345,50.005
FREQ,20181010224400,50.027
FREQ,20181010224415,50.027
FREQ,20181010224430,50.010
FREQ,20181010224445,50.032
FREQ,20181010224500,50.022
FREQ,20181010224515,50.040
FREQ,20181010224530,50.067
FREQ,20181010224545,50.037
FREQ,20181010224600,50.032
FREQ,20181010224615,50.032
FREQ,20181010224630,50.040
FREQ,20181010224645,50.045
FREQ,20181010224700,50.035
FREQ,20181010224715,50.057
FREQ,20181010224730,50.025
FREQ,20181010224745,50.035
FREQ,20181010224800,50.050
FREQ,20181010224815,50.070
FREQ,20181010224830,50.065
FREQ,20181010224845,50.080
FREQ,20181010224900,50.082
FREQ,20181010224915,50.072
FREQ,20181010224930,50.072
FREQ,20181010224945,50.075
FREQ,20181010225000,50.070
FREQ,20181010225015,50.090
FREQ,20181010225030,50.085
FREQ,20181010225045,50.082
FREQ,20181010225100,50.135
FREQ,20181010225115,50.120
FREQ,20181010225130,50.142
FREQ,20181010225145,50.152
FREQ,20181010225200,50.135
FREQ,20181010225215,50.145
FREQ,20181010225230,50.115
FREQ,20181010225245,50.047
FREQ,20181010225300,49.960
FREQ,20181010225315,49.990
FREQ,20181010225330,49.950
FREQ,20181010225345,49.950
FREQ,20181010225400,49.930
FREQ,20181010225415,49.945
FREQ,20181010225430,49.910
FREQ,20181010225445,49.920
FREQ,20181010225500,49.917
FREQ,20181010225515,49.892
FREQ,20181010225530,49.892
FREQ,20181010225545,49.875
FREQ,20181010225600,49.885
FREQ,20181010225615,49.897
FREQ,20181010225630,49.922
FREQ,20181010225645,50.040
FREQ,20181010225700,50.020
FREQ,20181010225715,50.045
FREQ,20181010225730,50.062
FREQ,20181010225745,50.110
FREQ,20181010225800,50.080
FREQ,20181010225815,50.075
FREQ,20181010225830,50.080
FREQ,20181010225845,50.105
FREQ,20181010225900,50.135
FREQ,20181010225915,50.102
FREQ,20181010225930,50.090
FREQ,20181010225945,50.107
FREQ,20181010230000,50.092
FREQ,20181010230015,50.075
FREQ,20181010230030,50.065
FREQ,20181010230045,50.050
FREQ,20181010230100,49.917
FREQ,20181010230115,49.922
FREQ,20181010230130,49.930
FREQ,20181010230145,49.940
FREQ,20181010230200,49.957
FREQ,20181010230215,49.957
FREQ,20181010230230,49.992
FREQ,20181010230245,49.982
FREQ,20181010230300,49.980
FREQ,20181010230315,49.977
FREQ,20181010230330,49.972
FREQ,20181010230345,49.970
FREQ,20181010230400,49.960
FREQ,20181010230415,50.002
FREQ,20181010230430,50.007
FREQ,20181010230445,50.025
FREQ,20181010230500,50.025
FREQ,20181010230515,50.060
FREQ,20181010230530,50.067
FREQ,20181010230545,50.117
FREQ,20181010230600,50.090
FREQ,20181010230615,50.020
FREQ,20181010230630,49.965
FREQ,20181010230645,49.970
FREQ,20181010230700,49.955
FREQ,20181010230715,49.987
FREQ,20181010230730,49.987
FREQ,20181010230745,49.997
FREQ,20181010230800,50.010
FREQ,20181010230815,49.987
FREQ,20181010230830,50.007
FREQ,20181010230845,49.960
FREQ,20181010230900,49.972
FREQ,20181010230915,49.945
FREQ,20181010230930,49.950
FREQ,20181010230945,49.962
FREQ,20181010231000,49.952
FREQ,20181010231015,49.967
FREQ,20181010231030,49.972
FREQ,20181010231045,49.982
FREQ,20181010231100,50.007
FREQ,20181010231115,49.985
FREQ,20181010231130,50.005
FREQ,20181010231145,50.007
FREQ,20181010231200,49.990
FREQ,20181010231215,50.012
FREQ,20181010231230,49.990
FREQ,20181010231245,50.012
FREQ,20181010231300,49.972
FREQ,20181010231315,49.980
FREQ,20181010231330,49.972
FREQ,20181010231345,49.990
FREQ,20181010231400,49.972
FREQ,20181010231415,49.975
FREQ,20181010231430,49.995
FREQ,20181010231445,50.010
FREQ,20181010231500,49.992
FREQ,20181010231515,49.987
FREQ,20181010231530,49.992
FREQ,20181010231545,49.975
FREQ,20181010231600,50.007
FREQ,20181010231615,49.982
FREQ,20181010231630,50.027
FREQ,20181010231645,50.040
FREQ,20181010231700,50.030
FREQ,20181010231715,49.995
FREQ,20181010231730,50.015
FREQ,20181010231745,50.015
FREQ,20181010231800,50.010
FREQ,20181010231815,49.970
FREQ,20181010231830,49.977
FREQ,20181010231845,49.967
FREQ,20181010231900,49.947
FREQ,20181010231915,49.965
FREQ,20181010231930,49.932
FREQ,20181010231945,49.967
FREQ,20181010232000,49.940
FREQ,20181010232015,49.952
FREQ,20181010232030,49.932
FREQ,20181010232045,49.930
FREQ,20181010232100,49.935
FREQ,20181010232115,49.915
FREQ,20181010232130,49.912
FREQ,20181010232145,49.900
FREQ,20181010232200,49.885
FREQ,20181010232215,49.882
FREQ,20181010232230,49.895
FREQ,20181010232245,49.890
FREQ,20181010232300,49.900
FREQ,20181010232315,49.900
FREQ,20181010232330,49.887
FREQ,20181010232345,49.927
FREQ,20181010232400,49.920
FREQ,20181010232415,49.915
FREQ,20181010232430,49.907
FREQ,20181010232445,49.902
FREQ,20181010232500,49.907
FREQ,20181010232515,49.902
FREQ,20181010232530,49.900
FREQ,20181010232545,49.912
FREQ,20181010232600,49.905
FREQ,20181010232615,49.912
FREQ,20181010232630,49.910
FREQ,20181010232645,49.925
FREQ,20181010232700,49.910
FREQ,20181010232715,49.912
FREQ,20181010232730,49.927
FREQ,20181010232745,49.920
FREQ,20181010232800,49.917
FREQ,20181010232815,49.912
FREQ,20181010232830,49.892
FREQ,20181010232845,49.905
FREQ,20181010232900,49.890
FREQ,20181010232915,49.890
FREQ,20181010232930,49.892
FREQ,20181010232945,49.895
FREQ,20181010233000,49.892
FREQ,20181010233015,49.875
FREQ,20181010233030,49.895
FREQ,20181010233045,49.875
FREQ,20181010233100,49.900
FREQ,20181010233115,49.890
FREQ,20181010233130,49.892
FREQ,20181010233145,49.900
FREQ,20181010233200,49.897
FREQ,20181010233215,49.912
FREQ,20181010233230,49.915
FREQ,20181010233245,49.915
FREQ,20181010233300,49.935
FREQ,20181010233315,49.927
FREQ,20181010233330,49.932
FREQ,20181010233345,49.962
FREQ,20181010233400,49.957
FREQ,20181010233415,49.970
FREQ,20181010233430,49.980
FREQ,20181010233445,49.992
FREQ,20181010233500,49.990
FREQ,20181010233515,50.005
FREQ,20181010233530,50.002
FREQ,20181010233545,50.015
FREQ,20181010233600,49.992
FREQ,20181010233615,49.997
FREQ,20181010233630,50.027
FREQ,20181010233645,49.975
FREQ,20181010233700,49.987
FREQ,20181010233715,50.015
FREQ,20181010233730,50.007
FREQ,20181010233745,50.015
FREQ,20181010233800,50.015
FREQ,20181010233815,50.055
FREQ,20181010233830,50.047
FREQ,20181010233845,50.030
FREQ,20181010233900,50.020
FREQ,20181010233915,50.035
FREQ,20181010233930,50.047
FREQ,20181010233945,50.052
FREQ,20181010234000,50.052
FREQ,20181010234015,50.035
FREQ,20181010234030,50.045
FREQ,20181010234045,50.035
FREQ,20181010234100,50.042
FREQ,20181010234115,50.030
FREQ,20181010234130,50.035
FREQ,20181010234145,50.062
FREQ,20181010234200,50.070
FREQ,20181010234215,50.067
FREQ,20181010234230,50.075
FREQ,20181010234245,50.057
FREQ,20181010234300,50.060
FREQ,20181010234315,50.057
FREQ,20181010234330,50.045
FREQ,20181010234345,50.065
FREQ,20181010234400,50.057
FREQ,20181010234415,50.062
FREQ,20181010234430,50.047
FREQ,20181010234445,50.050
FREQ,20181010234500,50.052
FREQ,20181010234515,50.050
FREQ,20181010234530,50.050
FREQ,20181010234545,50.050
FREQ,20181010234600,50.035
FREQ,20181010234615,50.042
FREQ,20181010234630,50.055
FREQ,20181010234645,50.050
FREQ,20181010234700,50.060
FREQ,20181010234715,50.057
FREQ,20181010234730,50.050
FREQ,20181010234745,50.057
FREQ,20181010234800,50.055
FREQ,20181010234815,50.057
FREQ,20181010234830,50.077
FREQ,20181010234845,50.062
FREQ,20181010234900,50.075
FREQ,20181010234915,50.067
FREQ,20181010234930,50.072
FREQ,20181010234945,50.075
FREQ,20181010235000,50.065
FREQ,20181010235015,50.077
FREQ,20181010235030,50.085
FREQ,20181010235045,50.080
FREQ,20181010235100,50.090
FREQ,20181010235115,50.090
FREQ,20181010235130,50.102
FREQ,20181010235145,50.112
FREQ,20181010235200,50.117
FREQ,20181010235215,50.120
FREQ,20181010235230,50.125
FREQ,20181010235245,50.120
FREQ,20181010235300,50.115
FREQ,20181010235315,50.112
FREQ,20181010235330,50.122
FREQ,20181010235345,50.122
FREQ,20181010235400,50.130
FREQ,20181010235415,50.122
FREQ,20181010235430,50.107
FREQ,20181010235445,50.102
FREQ,20181010235500,50.115
FREQ,20181010235515,50.120
FREQ,20181010235530,50.115
FREQ,20181010235545,50.130
FREQ,20181010235600,50.140
FREQ,20181010235615,50.130
FREQ,20181010235630,50.125
FREQ,20181010235645,50.125
FREQ,20181010235700,50.112
FREQ,20181010235715,50.107
FREQ,20181010235730,50.115
FREQ,20181010235745,50.115
FREQ,20181010235800,50.120
FREQ,20181010235815,50.097
FREQ,20181010235830,50.102
FREQ,20181010235845,50.117
FREQ,20181010235900,50.122
FREQ,20181010235915,50.132
FREQ,20181010235930,50.095
FREQ,20181010235945,50.090
FREQ,20181011000000,50.082
FREQ,20181011000015,50.052
FREQ,20181011000030,50.032
FREQ,20181011000045,50.047
FREQ,20181011000100,50.065
FREQ,20181011000115,50.040
FREQ,20181011000130,50.035
FREQ,20181011000145,50.042
FREQ,20181011000200,50.050
FREQ,20181011000215,50.040
FREQ,20181011000230,50.040
FREQ,20181011000245,50.062
FREQ,20181011000300,50.045
FREQ,20181011000315,50.045
FREQ,20181011000330,50.027
FREQ,20181011000345,50.042
FREQ,20181011000400,50.035
FREQ,20181011000415,50.045
FREQ,20181011000430,50.042
FREQ,20181011000445,50.052
FREQ,20181011000500,50.050
FREQ,20181011000515,50.035
FREQ,20181011000530,50.040
FREQ,20181011000545,50.035
FREQ,20181011000600,50.050
FREQ,20181011000615,50.050
FREQ,20181011000630,50.040
FREQ,20181011000645,50.032
FREQ,20181011000700,50.037
FREQ,20181011000715,50.032
FREQ,20181011000730,50.030
FREQ,20181011000745,50.040
FREQ,20181011000800,50.032
FREQ,20181011000815,50.017
FREQ,20181011000830,50.012
FREQ,20181011000845,50.015
FREQ,20181011000900,50.000
FREQ,20181011000915,50.032
FREQ,20181011000930,50.000
FREQ,20181011000945,50.005
FREQ,20181011001000,50.005
FREQ,20181011001015,50.015
FREQ,20181011001030,50.010
FREQ,20181011001045,50.022
FREQ,20181011001100,50.015
FREQ,20181011001115,50.002
FREQ,20181011001130,50.010
FREQ,20181011001145,50.017
FREQ,20181011001200,50.032
FREQ,20181011001215,50.025
FREQ,20181011001230,50.010
FREQ,20181011001245,50.017
FREQ,20181011001300,50.040
FREQ,20181011001315,50.010
FREQ,20181011001330,50.020
FREQ,20181011001345,50.012
FREQ,20181011001400,50.025
FREQ,20181011001415,50.015
FREQ,20181011001430,50.020
FREQ,20181011001445,50.030
FREQ,20181011001500,50.000
FREQ,20181011001515,50.015
FREQ,20181011001530,50.005
FREQ,20181011001545,50.002
FREQ,20181011001600,49.992
FREQ,20181011001615,49.980
FREQ,20181011001630,49.985
FREQ,20181011001645,49.985
FREQ,20181011001700,49.970
FREQ,20181011001715,49.965
FREQ,20181011001730,49.952
FREQ,20181011001745,49.950
FREQ,20181011001800,49.962
FREQ,20181011001815,49.945
FREQ,20181011001830,49.945
FREQ,20181011001845,49.945
FREQ,20181011001900,49.942
FREQ,20181011001915,49.940
FREQ,20181011001930,49.930
FREQ,20181011001945,49.935
FREQ,20181011002000,49.930
FREQ,20181011002015,49.930
FREQ,20181011002030,49.925
FREQ,20181011002045,49.917
FREQ,20181011002100,49.922
FREQ,20181011002115,49.912
FREQ,20181011002130,49.905
FREQ,20181011002145,49.917
FREQ,20181011002200,49.912
FREQ,20181011002215,49.905
FREQ,20181011002230,49.912
FREQ,20181011002245,49.905
FREQ,20181011002300,49.917
FREQ,20181011002315,49.940
FREQ,20181011002330,49.940
FREQ,20181011002345,49.950
FREQ,20181011002400,49.957
FREQ,20181011002415,49.960
FREQ,20181011002430,49.972
FREQ,20181011002445,49.975
FREQ,20181011002500,49.987
FREQ,20181011002515,50.025
FREQ,20181011002530,50.015
FREQ,20181011002545,50.030
FREQ,20181011002600,50.027
FREQ,20181011002615,50.055
FREQ,20181011002630,50.060
FREQ,20181011002645,50.060
FREQ,20181011002700,50.065
FREQ,20181011002715,50.067
FREQ,20181011002730,50.077
FREQ,20181011002745,50.060
FREQ,20181011002800,50.070
FREQ,20181011002815,50.077
FREQ,20181011002830,50.065
FREQ,20181011002845,50.072
FREQ,20181011002900,50.065
FREQ,20181011002915,50.077
FREQ,20181011002930,50.080
FREQ,20181011002945,50.057
FREQ,20181011003000,50.047
FREQ,20181011003015,50.002
FREQ,20181011003030,50.002
FREQ,20181011003045,49.987
FREQ,20181011003100,49.997
FREQ,20181011003115,49.975
FREQ,20181011003130,49.977
FREQ,20181011003145,49.972
FREQ,20181011003200,49.972
FREQ,20181011003215,49.975
FREQ,20181011003230,49.947
FREQ,20181011003245,49.947
FREQ,20181011003300,49.952
FREQ,20181011003315,49.947
FREQ,20181011003330,49.940
FREQ,20181011003345,49.952
FREQ,20181011003400,49.955
FREQ,20181011003415,49.942
FREQ,20181011003430,49.940
FREQ,20181011003445,49.957
FREQ,20181011003500,49.955
FREQ,20181011003515,49.977
FREQ,20181011003530,49.965
FREQ,20181011003545,49.962
FREQ,20181011003600,49.965
FREQ,20181011003615,49.970
FREQ,20181011003630,49.960
FREQ,20181011003645,49.990
FREQ,20181011003700,49.972
FREQ,20181011003715,49.972
FREQ,20181011003730,49.990
FREQ,20181011003745,49.985
FREQ,20181011003800,49.967
FREQ,20181011003815,49.967
FREQ,20181011003830,49.985
FREQ,20181011003845,49.972
FREQ,20181011003900,49.992
FREQ,20181011003915,49.977
FREQ,20181011003930,49.992
FREQ,20181011003945,50.000
FREQ,20181011004000,50.000
FREQ,20181011004015,49.980
FREQ,20181011004030,49.992
FREQ,20181011004045,49.977
FREQ,20181011004100,49.987
FREQ,20181011004115,50.002
FREQ,20181011004130,49.985
FREQ,20181011004145,49.985
FREQ,20181011004200,49.980
FREQ,20181011004215,49.990
FREQ,20181011004230,49.980
FREQ,20181011004245,49.977
FREQ,20181011004300,49.987
FREQ,20181011004315,49.982
FREQ,20181011004330,49.980
FREQ,20181011004345,50.007
FREQ,20181011004400,49.997
FREQ,20181011004415,49.987
FREQ,20181011004430,50.000
FREQ,20181011004445,49.980
FREQ,20181011004500,49.985
FREQ,20181011004515,49.965
FREQ,20181011004530,49.970
FREQ,20181011004545,49.965
FREQ,20181011004600,49.975
FREQ,20181011004615,49.987
FREQ,20181011004630,49.980
FREQ,20181011004645,49.975
FREQ,20181011004700,49.995
FREQ,20181011004715,49.985
FREQ,20181011004730,49.997
FREQ,20181011004745,49.987
FREQ,20181011004800,50.012
FREQ,20181011004815,50.015
FREQ,20181011004830,50.017
FREQ,20181011004845,50.015
FREQ,20181011004900,50.017
FREQ,20181011004915,50.040
FREQ,20181011004930,50.022
FREQ,20181011004945,50.057
FREQ,20181011005000,50.072
FREQ,20181011005015,50.070
FREQ,20181011005030,50.080
FREQ,20181011005045,50.090
FREQ,20181011005100,50.107
FREQ,20181011005115,50.115
FREQ,20181011005130,50.127
FREQ,20181011005145,50.135
FREQ,20181011005200,50.135
FREQ,20181011005215,50.135
FREQ,20181011005230,50.130
FREQ,20181011005245,50.095
FREQ,20181011005300,50.045
FREQ,20181011005315,50.052
FREQ,20181011005330,50.045
FREQ,20181011005345,50.057
FREQ,20181011005400,50.057
FREQ,20181011005415,50.082
FREQ,20181011005430,50.067
FREQ,20181011005445,50.070
FREQ,20181011005500,50.070
FREQ,20181011005515,50.082
FREQ,20181011005530,50.072
FREQ,20181011005545,50.072
FREQ,20181011005600,50.077
FREQ,20181011005615,50.082
FREQ,20181011005630,50.082
FREQ,20181011005645,50.100
FREQ,20181011005700,50.097
FREQ,20181011005715,50.112
FREQ,20181011005730,50.105
FREQ,20181011005745,50.115
FREQ,20181011005800,50.115
FREQ,20181011005815,50.120
FREQ,20181011005830,50.132
FREQ,20181011005845,50.155
FREQ,20181011005900,50.145
FREQ,20181011005915,50.120
FREQ,20181011005930,50.095
FREQ,20181011005945,50.097
FREQ,20181011010000,49.975
FREQ,20181011010015,49.962
FREQ,20181011010030,49.960
FREQ,20181011010045,49.945
FREQ,20181011010100,49.965
FREQ,20181011010115,49.970
FREQ,20181011010130,49.965
FREQ,20181011010145,49.967
FREQ,20181011010200,49.985
FREQ,20181011010215,49.985
FREQ,20181011010230,49.970
FREQ,20181011010245,49.965
FREQ,20181011010300,49.985
FREQ,20181011010315,49.970
FREQ,20181011010330,49.970
FREQ,20181011010345,49.990
FREQ,20181011010400,50.000
FREQ,20181011010415,49.985
FREQ,20181011010430,49.990
FREQ,20181011010445,49.997
FREQ,20181011010500,50.025
FREQ,20181011010515,50.035
FREQ,20181011010530,50.042
FREQ,20181011010545,50.037
FREQ,20181011010600,50.045
FREQ,20181011010615,50.057
FREQ,20181011010630,50.057
FREQ,20181011010645,50.062
FREQ,20181011010700,49.977
FREQ,20181011010715,49.982
FREQ,20181011010730,49.982
FREQ,20181011010745,49.982
FREQ,20181011010800,49.985
FREQ,20181011010815,49.985
FREQ,20181011010830,49.990
FREQ,20181011010845,49.990
FREQ,20181011010900,49.977
FREQ,20181011010915,50.005
FREQ,20181011010930,49.985
FREQ,20181011010945,49.985
FREQ,20181011011000,49.980
FREQ,20181011011015,49.990
FREQ,20181011011030,49.987
FREQ,20181011011045,49.975
FREQ,20181011011100,49.995
FREQ,20181011011115,49.990
FREQ,20181011011130,49.977
FREQ,20181011011145,49.985
FREQ,20181011011200,49.975
FREQ,20181011011215,49.977
FREQ,20181011011230,49.955
FREQ,20181011011245,49.977
FREQ,20181011011300,49.972
FREQ,20181011011315,49.990
FREQ,20181011011330,49.995
FREQ,20181011011345,49.997
FREQ,20181011011400,50.005
FREQ,20181011011415,49.997
FREQ,20181011011430,50.020
FREQ,20181011011445,50.015
FREQ,20181011011500,50.012
FREQ,20181011011515,50.017
FREQ,20181011011530,50.015
FREQ,20181011011545,50.030
FREQ,20181011011600,50.030
FREQ,20181011011615,50.040
FREQ,20181011011630,50.017
FREQ,20181011011645,50.040
FREQ,20181011011700,50.032
FREQ,20181011011715,50.040
FREQ,20181011011730,50.037
FREQ,20181011011745,50.050
FREQ,20181011011800,50.035
FREQ,20181011011815,50.047
FREQ,20181011011830,50.030
FREQ,20181011011845,50.042
FREQ,20181011011900,50.042
FREQ,20181011011915,50.055
FREQ,20181011011930,50.037
FREQ,20181011011945,50.037
FREQ,20181011012000,50.045
FREQ,20181011012015,50.027
FREQ,20181011012030,50.035
FREQ,20181011012045,50.002
FREQ,20181011012100,50.030
FREQ,20181011012115,50.010
FREQ,20181011012130,50.030
FREQ,20181011012145,50.040
FREQ,20181011012200,50.032
FREQ,20181011012215,50.032
FREQ,20181011012230,50.045
FREQ,20181011012245,50.022
FREQ,20181011012300,50.042
FREQ,20181011012315,50.055
FREQ,20181011012330,50.050
FREQ,20181011012345,50.067
FREQ,20181011012400,50.055
FREQ,20181011012415,50.062
FREQ,20181011012430,50.075
FREQ,20181011012445,50.077
FREQ,20181011012500,50.075
FREQ,20181011012515,50.077
FREQ,20181011012530,50.077
FREQ,20181011012545,50.057
FREQ,20181011012600,50.037
FREQ,20181011012615,50.037
FREQ,20181011012630,50.035
FREQ,20181011012645,50.042
FREQ,20181011012700,50.032
FREQ,20181011012715,50.032
FREQ,20181011012730,50.045
FREQ,20181011012745,50.032
FREQ,20181011012800,50.070
FREQ,20181011012815,50.067
FREQ,20181011012830,50.095
FREQ,20181011012845,50.115
FREQ,20181011012900,50.130
FREQ,20181011012915,50.137
FREQ,20181011012930,50.163
FREQ,20181011012945,50.145
FREQ,20181011013000,50.178
FREQ,20181011013015,50.140
FREQ,20181011013030,50.160
FREQ,20181011013045,50.147
FREQ,20181011013100,50.152
FREQ,20181011013115,50.135
FREQ,20181011013130,50.135
FREQ,20181011013145,50.130
FREQ,20181011013200,50.132
FREQ,20181011013215,50.130
FREQ,20181011013230,50.140
FREQ,20181011013245,50.127
FREQ,20181011013300,50.130
FREQ,20181011013315,50.130
FREQ,20181011013330,50.140
FREQ,20181011013345,50.130
FREQ,20181011013400,50.142
FREQ,20181011013415,50.132
FREQ,20181011013430,50.132
FREQ,20181011013445,50.135
FREQ,20181011013500,50.105
FREQ,20181011013515,50.075
FREQ,20181011013530,50.095
FREQ,20181011013545,50.112
FREQ,20181011013600,50.132
FREQ,20181011013615,50.117
FREQ,20181011013630,50.127
FREQ,20181011013645,50.125
FREQ,20181011013700,50.112
FREQ,20181011013715,50.100
FREQ,20181011013730,50.115
FREQ,20181011013745,50.100
FREQ,20181011013800,50.090
FREQ,20181011013815,50.087
FREQ,20181011013830,50.050
FREQ,20181011013845,50.047
FREQ,20181011013900,50.035
FREQ,20181011013915,50.030
FREQ,20181011013930,50.000
FREQ,20181011013945,50.012
FREQ,20181011014000,50.007
FREQ,20181011014015,50.010
FREQ,20181011014030,50.020
FREQ,20181011014045,50.007
FREQ,20181011014100,50.027
FREQ,20181011014115,50.020
FREQ,20181011014130,50.012
FREQ,20181011014145,50.022
FREQ,20181011014200,50.040
FREQ,20181011014215,50.030
FREQ,20181011014230,50.030
FREQ,20181011014245,50.027
FREQ,20181011014300,50.012
FREQ,20181011014315,50.025
FREQ,20181011014330,50.022
FREQ,20181011014345,50.030
FREQ,20181011014400,50.025
FREQ,20181011014415,50.015
FREQ,20181011014430,50.007
FREQ,20181011014445,49.995
FREQ,20181011014500,50.015
FREQ,20181011014515,50.037
FREQ,20181011014530,50.035
FREQ,20181011014545,50.040
FREQ,20181011014600,50.040
FREQ,20181011014615,50.017
FREQ,20181011014630,50.012
FREQ,20181011014645,49.985
FREQ,20181011014700,49.987
FREQ,20181011014715,49.980
FREQ,20181011014730,49.980
FREQ,20181011014745,49.982
FREQ,20181011014800,49.980
FREQ,20181011014815,49.967
FREQ,20181011014830,49.980
FREQ,20181011014845,49.977
FREQ,20181011014900,49.975
FREQ,20181011014915,49.965
FREQ,20181011014930,49.970
FREQ,20181011014945,49.945
FREQ,20181011015000,49.937
FREQ,20181011015015,49.932
FREQ,20181011015030,49.922
FREQ,20181011015045,49.922
FREQ,20181011015100,49.912
FREQ,20181011015115,49.920
FREQ,20181011015130,49.917
FREQ,20181011015145,49.910
FREQ,20181011015200,49.902
FREQ,20181011015215,49.912
FREQ,20181011015230,49.910
FREQ,20181011015245,49.897
FREQ,20181011015300,49.902
FREQ,20181011015315,49.915
FREQ,20181011015330,49.905
FREQ,20181011015345,49.905
FREQ,20181011015400,49.902
FREQ,20181011015415,49.920
FREQ,20181011015430,49.917
FREQ,20181011015445,49.915
FREQ,20181011015500,49.940
FREQ,20181011015515,49.935
FREQ,20181011015530,49.935
FREQ,20181011015545,49.955
FREQ,20181011015600,49.955
FREQ,20181011015615,49.957
FREQ,20181011015630,49.947
FREQ,20181011015645,49.940
FREQ,20181011015700,49.957
FREQ,20181011015715,49.942
FREQ,20181011015730,49.947
FREQ,20181011015745,49.952
FREQ,20181011015800,49.955
FREQ,20181011015815,49.952
FREQ,20181011015830,49.955
FREQ,20181011015845,49.957
FREQ,20181011015900,49.950
FREQ,20181011015915,49.957
FREQ,20181011015930,49.980
FREQ,20181011015945,49.995
FREQ,20181011020000,50.022
FREQ,20181011020015,49.990
FREQ,20181011020030,50.025
FREQ,20181011020045,50.000
FREQ,20181011020100,50.017
FREQ,20181011020115,50.027
FREQ,20181011020130,50.022
FREQ,20181011020145,50.020
FREQ,20181011020200,50.035
FREQ,20181011020215,50.045
FREQ,20181011020230,50.012
FREQ,20181011020245,50.050
FREQ,20181011020300,50.040
FREQ,20181011020315,50.052
FREQ,20181011020330,50.045
FREQ,20181011020345,50.060
FREQ,20181011020400,50.065
FREQ,20181011020415,50.042
FREQ,20181011020430,50.030
FREQ,20181011020445,50.040
FREQ,20181011020500,50.020
FREQ,20181011020515,50.000
FREQ,20181011020530,49.990
FREQ,20181011020545,50.010
FREQ,20181011020600,50.005
FREQ,20181011020615,50.007
FREQ,20181011020630,50.015
FREQ,20181011020645,50.020
FREQ,20181011020700,50.015
FREQ,20181011020715,50.022
