HDR,SYSTEM FREQUENCY DATA
FREQ,20181010142915,49.945
FREQ,20181010142930,49.950
FREQ,20181010142945,49.980
FREQ,20181010143000,49.977
FREQ,20181010143015,49.957
FREQ,20181010143030,49.955
FREQ,20181010143045,49.942
FREQ,20181010143100,49.937
FREQ,20181010143115,49.922
FREQ,20181010143130,50.002
FREQ,20181010143145,50.005
FREQ,20181010143200,50.010
FREQ,20181010143215,49.985
FREQ,20181010143230,49.997
FREQ,20181010143245,49.997
FREQ,20181010143300,50.045
FREQ,20181010143315,50.030
FREQ,20181010143330,50.035
FREQ,20181010143345,50.005
FREQ,20181010143400,50.005
FREQ,20181010143415,49.990
FREQ,20181010143430,50.047
FREQ,20181010143445,50.057
FREQ,20181010143500,50.010
FREQ,20181010143515,50.005
FREQ,20181010143530,50.055
FREQ,20181010143545,50.060
FREQ,20181010143600,50.082
FREQ,20181010143615,50.077
FREQ,20181010143630,50.057
FREQ,20181010143645,50.042
FREQ,20181010143700,50.072
FREQ,20181010143715,50.040
FREQ,20181010143730,50.075
FREQ,20181010143745,50.097
FREQ,20181010143800,50.065
FREQ,20181010143815,50.040
FREQ,20181010143830,50.070
FREQ,20181010143845,50.072
FREQ,20181010143900,50.057
FREQ,20181010143915,50.047
FREQ,20181010143930,50.050
FREQ,20181010143945,50.065
FREQ,20181010144000,50.040
FREQ,20181010144015,50.055
FREQ,20181010144030,50.032
FREQ,20181010144045,50.005
FREQ,20181010144100,50.005
FREQ,20181010144115,49.997
FREQ,20181010144130,50.007
FREQ,20181010144145,50.022
FREQ,20181010144200,50.037
FREQ,20181010144215,50.025
FREQ,20181010144230,50.040
FREQ,20181010144245,50.015
FREQ,20181010144300,50.035
FREQ,20181010144315,50.015
FREQ,20181010144330,49.985
FREQ,20181010144345,49.992
FREQ,20181010144400,50.017
FREQ,20181010144415,50.017
FREQ,20181010144430,50.047
FREQ,20181010144445,50.027
FREQ,20181010144500,50.030
FREQ,20181010144515,50.042
FREQ,20181010144530,50.040
FREQ,20181010144545,50.047
FREQ,20181010144600,50.050
FREQ,20181010144615,50.020
FREQ,20181010144630,49.995
FREQ,20181010144645,49.982
FREQ,20181010144700,49.992
FREQ,20181010144715,49.985
FREQ,20181010144730,49.972
FREQ,20181010144745,50.017
FREQ,20181010144800,50.015
FREQ,20181010144815,50.042
FREQ,20181010144830,50.015
FREQ,20181010144845,49.967
FREQ,20181010144900,49.960
FREQ,20181010144915,49.960
FREQ,20181010144930,49.945
FREQ,20181010144945,49.945
FREQ,20181010145000,49.940
FREQ,20181010145015,49.930
FREQ,20181010145030,49.915
FREQ,20181010145045,49.902
FREQ,20181010145100,49.925
FREQ,20181010145115,49.912
FREQ,20181010145130,49.885
FREQ,20181010145145,49.887
FREQ,20181010145200,49.947
FREQ,20181010145215,49.947
FREQ,20181010145230,49.925
FREQ,20181010145245,49.932
FREQ,20181010145300,49.940
FREQ,20181010145315,49.957
FREQ,20181010145330,49.967
FREQ,20181010145345,49.975
FREQ,20181010145400,49.957
FREQ,20181010145415,49.952
FREQ,20181010145430,49.965
FREQ,20181010145445,49.955
FREQ,20181010145500,49.955
FREQ,20181010145515,49.942
FREQ,20181010145530,49.957
FREQ,20181010145545,49.982
FREQ,20181010145600,49.972
FREQ,20181010145615,50.005
FREQ,20181010145630,50.040
FREQ,20181010145645,50.060
FREQ,20181010145700,50.117
FREQ,20181010145715,50.127
FREQ,20181010145730,50.140
FREQ,20181010145745,50.140
FREQ,20181010145800,50.140
FREQ,20181010145815,50.140
FREQ,20181010145830,50.175
FREQ,20181010145845,50.170
FREQ,20181010145900,50.168
FREQ,20181010145915,50.137
FREQ,20181010145930,50.130
FREQ,20181010145945,50.145
FREQ,20181010150000,50.170
FREQ,20181010150015,50.157
FREQ,20181010150030,50.150
FREQ,20181010150045,50.135
FREQ,20181010150100,50.105
FREQ,20181010150115,50.095
FREQ,20181010150130,50.077
FREQ,20181010150145,50.065
FREQ,20181010150200,50.017
FREQ,20181010150215,50.007
FREQ,20181010150230,50.012
FREQ,20181010150245,50.027
FREQ,20181010150300,50.050
FREQ,20181010150315,50.015
FREQ,20181010150330,50.017
FREQ,20181010150345,50.015
FREQ,20181010150400,50.035
FREQ,20181010150415,50.015
FREQ,20181010150430,50.055
FREQ,20181010150445,50.050
FREQ,20181010150500,50.040
FREQ,20181010150515,50.025
FREQ,20181010150530,50.037
FREQ,20181010150545,50.022
FREQ,20181010150600,50.015
FREQ,20181010150615,49.995
FREQ,20181010150630,49.995
FREQ,20181010150645,50.005
FREQ,20181010150700,49.982
FREQ,20181010150715,50.005
FREQ,20181010150730,50.002
FREQ,20181010150745,49.975
FREQ,20181010150800,49.985
FREQ,20181010150815,49.985
FREQ,20181010150830,49.992
FREQ,20181010150845,49.902
FREQ,20181010150900,49.947
FREQ,20181010150915,49.972
FREQ,20181010150930,49.960
FREQ,20181010150945,49.937
FREQ,20181010151000,49.925
FREQ,20181010151015,49.920
FREQ,20181010151030,49.910
FREQ,20181010151045,49.917
FREQ,20181010151100,49.887
FREQ,20181010151115,49.887
FREQ,20181010151130,49.900
FREQ,20181010151145,49.870
FREQ,20181010151200,49.838
FREQ,20181010151215,49.820
FREQ,20181010151230,49.847
FREQ,20181010151245,49.870
FREQ,20181010151300,49.852
FREQ,20181010151315,49.852
FREQ,20181010151330,49.862
FREQ,20181010151345,49.830
FREQ,20181010151400,49.823
FREQ,20181010151415,49.855
FREQ,20181010151430,49.825
FREQ,20181010151445,49.867
FREQ,20181010151500,49.842
FREQ,20181010151515,49.805
FREQ,20181010151530,49.847
FREQ,20181010151545,49.880
FREQ,20181010151600,49.882
FREQ,20181010151615,49.907
FREQ,20181010151630,49.905
FREQ,20181010151645,49.932
FREQ,20181010151700,49.962
FREQ,20181010151715,49.972
FREQ,20181010151730,49.945
FREQ,20181010151745,49.975
FREQ,20181010151800,49.940
FREQ,20181010151815,49.952
FREQ,20181010151830,49.935
FREQ,20181010151845,49.925
FREQ,20181010151900,49.950
FREQ,20181010151915,49.925
FREQ,20181010151930,49.920
FREQ,20181010151945,49.937
FREQ,20181010152000,49.922
FREQ,20181010152015,49.912
FREQ,20181010152030,49.940
FREQ,20181010152045,49.952
FREQ,20181010152100,49.950
FREQ,20181010152115,49.930
FREQ,20181010152130,49.930
FREQ,20181010152145,49.912
FREQ,20181010152200,49.957
FREQ,20181010152215,49.927
FREQ,20181010152230,49.915
FREQ,20181010152245,49.950
FREQ,20181010152300,49.950
FREQ,20181010152315,49.970
FREQ,20181010152330,49.937
FREQ,20181010152345,49.922
FREQ,20181010152400,49.935
FREQ,20181010152415,49.920
FREQ,20181010152430,49.915
FREQ,20181010152445,49.912
FREQ,20181010152500,49.915
FREQ,20181010152515,49.890
FREQ,20181010152530,49.890
FREQ,20181010152545,49.880
FREQ,20181010152600,49.877
FREQ,20181010152615,49.900
FREQ,20181010152630,49.890
FREQ,20181010152645,49.907
FREQ,20181010152700,49.915
FREQ,20181010152715,49.897
FREQ,20181010152730,49.860
FREQ,20181010152745,49.877
FREQ,20181010152800,49.857
FREQ,20181010152815,49.852
FREQ,20181010152830,49.872
FREQ,20181010152845,49.900
FREQ,20181010152900,49.850
FREQ,20181010152915,49.890
FREQ,20181010152930,49.885
FREQ,20181010152945,49.882
FREQ,20181010153000,49.920
FREQ,20181010153015,49.927
FREQ,20181010153030,49.945
FREQ,20181010153045,49.977
FREQ,20181010153100,49.955
FREQ,20181010153115,49.965
FREQ,20181010153130,49.970
FREQ,20181010153145,49.992
FREQ,20181010153200,49.985
FREQ,20181010153215,49.982
FREQ,20181010153230,49.970
FREQ,20181010153245,49.980
FREQ,20181010153300,49.965
FREQ,20181010153315,49.960
FREQ,20181010153330,49.965
FREQ,20181010153345,49.977
FREQ,20181010153400,49.985
FREQ,20181010153415,50.012
FREQ,20181010153430,49.982
FREQ,20181010153445,49.982
FREQ,20181010153500,50.002
FREQ,20181010153515,49.977
FREQ,20181010153530,50.002
FREQ,20181010153545,49.982
FREQ,20181010153600,50.020
FREQ,20181010153615,50.015
FREQ,20181010153630,49.997
FREQ,20181010153645,49.980
FREQ,20181010153700,50.000
FREQ,20181010153715,50.020
FREQ,20181010153730,50.007
FREQ,20181010153745,49.980
FREQ,20181010153800,49.957
FREQ,20181010153815,49.932
FREQ,20181010153830,49.940
FREQ,20181010153845,49.955
FREQ,20181010153900,49.970
FREQ,20181010153915,49.965
FREQ,20181010153930,49.975
FREQ,20181010153945,49.982
FREQ,20181010154000,49.975
FREQ,20181010154015,49.977
FREQ,20181010154030,50.045
FREQ,20181010154045,50.037
FREQ,20181010154100,50.037
FREQ,20181010154115,50.017
FREQ,20181010154130,50.025
FREQ,20181010154145,50.055
FREQ,20181010154200,50.030
FREQ,20181010154215,50.007
FREQ,20181010154230,50.030
FREQ,20181010154245,50.057
FREQ,20181010154300,50.065
FREQ,20181010154315,50.035
FREQ,20181010154330,50.055
FREQ,20181010154345,50.072
FREQ,20181010154400,50.062
FREQ,20181010154415,50.070
FREQ,20181010154430,50.080
FREQ,20181010154445,50.045
FREQ,20181010154500,50.070
FREQ,20181010154515,50.062
FREQ,20181010154530,50.060
FREQ,20181010154545,50.060
FREQ,20181010154600,50.065
FREQ,20181010154615,50.055
FREQ,20181010154630,50.060
FREQ,20181010154645,50.062
FREQ,20181010154700,50.045
FREQ,20181010154715,50.030
FREQ,20181010154730,50.085
FREQ,20181010154745,50.060
FREQ,20181010154800,50.072
FREQ,20181010154815,50.065
FREQ,20181010154830,50.092
FREQ,20181010154845,50.105
FREQ,20181010154900,50.125
FREQ,20181010154915,50.127
FREQ,20181010154930,50.122
FREQ,20181010154945,50.147
FREQ,20181010155000,50.120
FREQ,20181010155015,50.100
FREQ,20181010155030,50.097
FREQ,20181010155045,50.105
FREQ,20181010155100,50.115
FREQ,20181010155115,50.080
FREQ,20181010155130,50.082
FREQ,20181010155145,50.110
FREQ,20181010155200,50.105
FREQ,20181010155215,50.080
FREQ,20181010155230,50.052
FREQ,20181010155245,50.060
FREQ,20181010155300,50.050
FREQ,20181010155315,50.017
FREQ,20181010155330,50.032
FREQ,20181010155345,50.035
FREQ,20181010155400,49.950
FREQ,20181010155415,49.932
FREQ,20181010155430,49.937
FREQ,20181010155445,49.925
FREQ,20181010155500,49.877
FREQ,20181010155515,49.845
FREQ,20181010155530,49.835
FREQ,20181010155545,49.842
FREQ,20181010155600,49.880
FREQ,20181010155615,49.962
FREQ,20181010155630,49.960
FREQ,20181010155645,49.977
FREQ,20181010155700,49.982
FREQ,20181010155715,49.915
FREQ,20181010155730,49.927
FREQ,20181010155745,49.950
FREQ,20181010155800,49.937
FREQ,20181010155815,49.957
FREQ,20181010155830,49.982
FREQ,20181010155845,50.057
FREQ,20181010155900,50.047
FREQ,20181010155915,50.045
FREQ,20181010155930,50.035
FREQ,20181010155945,50.042
FREQ,20181010160000,50.072
FREQ,20181010160015,50.095
FREQ,20181010160030,50.125
FREQ,20181010160045,50.142
FREQ,20181010160100,50.122
FREQ,20181010160115,50.080
FREQ,20181010160130,50.097
FREQ,20181010160145,50.142
FREQ,20181010160200,50.147
FREQ,20181010160215,50.125
FREQ,20181010160230,50.127
FREQ,20181010160245,50.140
FREQ,20181010160300,50.170
FREQ,20181010160315,50.178
FREQ,20181010160330,50.193
FREQ,20181010160345,50.183
FREQ,20181010160400,50.155
FREQ,20181010160415,50.135
FREQ,20181010160430,50.132
FREQ,20181010160445,50.127
FREQ,20181010160500,50.122
FREQ,20181010160515,50.105
FREQ,20181010160530,50.117
FREQ,20181010160545,50.112
FREQ,20181010160600,50.125
FREQ,20181010160615,50.122
FREQ,20181010160630,50.132
FREQ,20181010160645,50.160
FREQ,20181010160700,50.132
FREQ,20181010160715,50.112
FREQ,20181010160730,50.090
FREQ,20181010160745,50.110
FREQ,20181010160800,50.072
FREQ,20181010160815,50.102
FREQ,20181010160830,50.090
FREQ,20181010160845,50.080
FREQ,20181010160900,50.115
FREQ,20181010160915,50.090
FREQ,20181010160930,50.102
FREQ,20181010160945,50.107
FREQ,20181010161000,50.115
FREQ,20181010161015,50.132
FREQ,20181010161030,50.142
FREQ,20181010161045,50.117
FREQ,20181010161100,50.100
FREQ,20181010161115,50.075
FREQ,20181010161130,50.110
FREQ,20181010161145,50.085
FREQ,20181010161200,50.092
FREQ,20181010161215,50.062
FREQ,20181010161230,50.045
FREQ,20181010161245,50.070
FREQ,20181010161300,50.080
FREQ,20181010161315,50.062
FREQ,20181010161330,50.090
FREQ,20181010161345,50.100
FREQ,20181010161400,50.075
FREQ,20181010161415,50.062
FREQ,20181010161430,50.072
FREQ,20181010161445,50.085
FREQ,20181010161500,50.080
FREQ,20181010161515,50.052
FREQ,20181010161530,50.037
FREQ,20181010161545,50.037
FREQ,20181010161600,50.050
FREQ,20181010161615,50.045
FREQ,20181010161630,50.050
FREQ,20181010161645,49.985
FREQ,20181010161700,50.010
FREQ,20181010161715,50.037
FREQ,20181010161730,50.027
FREQ,20181010161745,50.065
FREQ,20181010161800,50.042
FREQ,20181010161815,50.047
FREQ,20181010161830,50.055
FREQ,20181010161845,50.060
FREQ,20181010161900,50.035
FREQ,20181010161915,50.050
FREQ,20181010161930,50.085
FREQ,20181010161945,50.042
FREQ,20181010162000,50.052
FREQ,20181010162015,50.060
FREQ,20181010162030,50.042
FREQ,20181010162045,50.055
FREQ,20181010162100,50.042
FREQ,20181010162115,50.042
FREQ,20181010162130,50.050
FREQ,20181010162145,50.042
FREQ,20181010162200,50.005
FREQ,20181010162215,49.997
FREQ,20181010162230,50.000
FREQ,20181010162245,50.005
FREQ,20181010162300,50.067
FREQ,20181010162315,50.052
FREQ,20181010162330,50.025
FREQ,20181010162345,50.050
FREQ,20181010162400,50.005
FREQ,20181010162415,50.002
FREQ,20181010162430,50.002
FREQ,20181010162445,49.990
FREQ,20181010162500,49.995
FREQ,20181010162515,50.015
FREQ,20181010162530,49.987
FREQ,20181010162545,50.015
FREQ,20181010162600,50.027
FREQ,20181010162615,49.962
FREQ,20181010162630,49.995
FREQ,20181010162645,50.055
FREQ,20181010162700,50.040
FREQ,20181010162715,50.010
FREQ,20181010162730,50.002
FREQ,20181010162745,50.020
FREQ,20181010162800,50.027
FREQ,20181010162815,49.995
FREQ,20181010162830,50.030
FREQ,20181010162845,50.047
FREQ,20181010162900,50.072
FREQ,20181010162915,50.040
FREQ,20181010162930,50.035
FREQ,20181010162945,50.030
FREQ,20181010163000,50.032
FREQ,20181010163015,50.027
FREQ,20181010163030,50.005
FREQ,20181010163045,50.000
FREQ,20181010163100,50.065
FREQ,20181010163115,50.067
FREQ,20181010163130,50.050
FREQ,20181010163145,50.022
FREQ,20181010163200,50.027
FREQ,20181010163215,50.022
FREQ,20181010163230,50.027
FREQ,20181010163245,50.035
FREQ,20181010163300,50.055
FREQ,20181010163315,50.037
FREQ,20181010163330,50.057
FREQ,20181010163345,49.967
FREQ,20181010163400,49.987
FREQ,20181010163415,49.950
FREQ,20181010163430,49.960
FREQ,20181010163445,49.922
FREQ,20181010163500,49.930
FREQ,20181010163515,49.940
FREQ,20181010163530,49.957
FREQ,20181010163545,49.955
FREQ,20181010163600,49.927
FREQ,20181010163615,49.930
FREQ,20181010163630,49.932
FREQ,20181010163645,49.950
FREQ,20181010163700,49.950
FREQ,20181010163715,49.930
FREQ,20181010163730,49.930
FREQ,20181010163745,49.957
FREQ,20181010163800,49.960
FREQ,20181010163815,49.960
FREQ,20181010163830,49.970
FREQ,20181010163845,49.975
FREQ,20181010163900,49.985
FREQ,20181010163915,49.975
FREQ,20181010163930,50.030
FREQ,20181010163945,50.067
FREQ,20181010164000,50.062
FREQ,20181010164015,50.087
FREQ,20181010164030,50.065
FREQ,20181010164045,50.077
FREQ,20181010164100,50.060
FREQ,20181010164115,50.065
FREQ,20181010164130,50.077
FREQ,20181010164145,50.077
FREQ,20181010164200,50.070
FREQ,20181010164215,50.067
FREQ,20181010164230,50.060
FREQ,20181010164245,50.087
FREQ,20181010164300,50.100
FREQ,20181010164315,50.097
FREQ,20181010164330,50.095
FREQ,20181010164345,50.087
FREQ,20181010164400,50.052
FREQ,20181010164415,50.025
FREQ,20181010164430,49.992
FREQ,20181010164445,49.982
FREQ,20181010164500,49.920
FREQ,20181010164515,49.885
FREQ,20181010164530,49.970
FREQ,20181010164545,49.955
FREQ,20181010164600,49.925
FREQ,20181010164615,49.932
FREQ,20181010164630,49.930
FREQ,20181010164645,49.942
FREQ,20181010164700,49.917
FREQ,20181010164715,49.880
FREQ,20181010164730,49.865
FREQ,20181010164745,49.905
FREQ,20181010164800,49.915
FREQ,20181010164815,49.932
FREQ,20181010164830,49.975
FREQ,20181010164845,49.942
FREQ,20181010164900,49.945
FREQ,20181010164915,49.952
FREQ,20181010164930,49.990
FREQ,20181010164945,49.992
FREQ,20181010165000,50.017
FREQ,20181010165015,50.035
FREQ,20181010165030,50.020
FREQ,20181010165045,50.022
FREQ,20181010165100,50.032
FREQ,20181010165115,50.012
FREQ,20181010165130,49.890
FREQ,20181010165145,49.912
FREQ,20181010165200,49.937
FREQ,20181010165215,49.930
FREQ,20181010165230,49.962
FREQ,20181010165245,49.972
FREQ,20181010165300,49.960
FREQ,20181010165315,49.942
FREQ,20181010165330,49.945
FREQ,20181010165345,49.940
FREQ,20181010165400,49.922
FREQ,20181010165415,49.917
FREQ,20181010165430,49.905
FREQ,20181010165445,49.912
FREQ,20181010165500,49.910
FREQ,20181010165515,49.897
FREQ,20181010165530,49.907
FREQ,20181010165545,49.902
FREQ,20181010165600,49.887
FREQ,20181010165615,49.902
FREQ,20181010165630,49.895
FREQ,20181010165645,49.900
FREQ,20181010165700,49.897
FREQ,20181010165715,49.892
FREQ,20181010165730,49.900
FREQ,20181010165745,49.915
FREQ,20181010165800,49.912
FREQ,20181010165815,49.862
FREQ,20181010165830,49.855
FREQ,20181010165845,49.895
FREQ,20181010165900,49.867
FREQ,20181010165915,49.880
FREQ,20181010165930,49.875
FREQ,20181010165945,49.887
FREQ,20181010170000,49.905
FREQ,20181010170015,49.897
FREQ,20181010170030,49.887
FREQ,20181010170045,49.967
FREQ,20181010170100,50.102
FREQ,20181010170115,50.105
FREQ,20181010170130,50.097
FREQ,20181010170145,50.120
FREQ,20181010170200,50.107
FREQ,20181010170215,50.090
FREQ,20181010170230,50.100
FREQ,20181010170245,50.105
FREQ,20181010170300,50.082
FREQ,20181010170315,50.087
FREQ,20181010170330,50.085
FREQ,20181010170345,50.085
FREQ,20181010170400,50.107
FREQ,20181010170415,50.112
FREQ,20181010170430,50.100
FREQ,20181010170445,50.077
FREQ,20181010170500,50.077
FREQ,20181010170515,50.050
FREQ,20181010170530,50.017
FREQ,20181010170545,50.000
FREQ,20181010170600,49.982
FREQ,20181010170615,49.960
FREQ,20181010170630,49.942
FREQ,20181010170645,49.955
FREQ,20181010170700,49.950
FREQ,20181010170715,49.962
FREQ,20181010170730,50.070
FREQ,20181010170745,50.055
FREQ,20181010170800,50.032
FREQ,20181010170815,50.002
FREQ,20181010170830,50.000
FREQ,20181010170845,50.012
FREQ,20181010170900,50.030
FREQ,20181010170915,50.002
FREQ,20181010170930,49.995
FREQ,20181010170945,49.982
FREQ,20181010171000,49.977
FREQ,20181010171015,49.957
FREQ,20181010171030,49.942
FREQ,20181010171045,49.975
FREQ,20181010171100,49.960
FREQ,20181010171115,49.967
FREQ,20181010171130,49.975
FREQ,20181010171145,49.922
FREQ,20181010171200,49.902
FREQ,20181010171215,49.935
FREQ,20181010171230,50.032
FREQ,20181010171245,50.030
FREQ,20181010171300,50.005
FREQ,20181010171315,49.995
FREQ,20181010171330,49.995
FREQ,20181010171345,50.037
FREQ,20181010171400,50.035
FREQ,20181010171415,50.047
FREQ,20181010171430,50.025
FREQ,20181010171445,50.022
FREQ,20181010171500,50.030
FREQ,20181010171515,50.027
FREQ,20181010171530,50.002
FREQ,20181010171545,50.025
FREQ,20181010171600,50.025
FREQ,20181010171615,50.030
FREQ,20181010171630,50.065
FREQ,20181010171645,50.032
FREQ,20181010171700,50.062
FREQ,20181010171715,50.057
FREQ,20181010171730,50.035
FREQ,20181010171745,50.035
FREQ,20181010171800,50.042
FREQ,20181010171815,50.060
FREQ,20181010171830,50.037
FREQ,20181010171845,50.062
FREQ,20181010171900,50.057
FREQ,20181010171915,50.047
FREQ,20181010171930,50.057
FREQ,20181010171945,50.065
FREQ,20181010172000,50.062
FREQ,20181010172015,50.045
FREQ,20181010172030,50.035
FREQ,20181010172045,50.060
FREQ,20181010172100,50.050
FREQ,20181010172115,50.065
FREQ,20181010172130,50.067
FREQ,20181010172145,50.062
FREQ,20181010172200,50.025
FREQ,20181010172215,50.065
FREQ,20181010172230,50.082
FREQ,20181010172245,50.127
FREQ,20181010172300,50.105
FREQ,20181010172315,50.090
FREQ,20181010172330,50.080
FREQ,20181010172345,50.057
FREQ,20181010172400,50.050
FREQ,20181010172415,50.045
FREQ,20181010172430,50.045
FREQ,20181010172445,50.052
FREQ,20181010172500,50.082
FREQ,20181010172515,50.075
FREQ,20181010172530,50.075
FREQ,20181010172545,50.075
FREQ,20181010172600,50.047
FREQ,20181010172615,50.030
FREQ,20181010172630,49.980
FREQ,20181010172645,50.015
FREQ,20181010172700,50.010
FREQ,20181010172715,49.995
FREQ,20181010172730,49.980
FREQ,20181010172745,49.937
FREQ,20181010172800,49.950
FREQ,20181010172815,49.935
FREQ,20181010172830,49.905
FREQ,20181010172845,49.900
FREQ,20181010172900,49.900
FREQ,20181010172915,49.877
FREQ,20181010172930,49.867
FREQ,20181010172945,49.845
FREQ,20181010173000,49.872
FREQ,20181010173015,49.922
FREQ,20181010173030,49.912
FREQ,20181010173045,49.967
FREQ,20181010173100,49.935
FREQ,20181010173115,49.950
FREQ,20181010173130,49.932
FREQ,20181010173145,49.925
FREQ,20181010173200,49.915
FREQ,20181010173215,49.925
FREQ,20181010173230,49.940
FREQ,20181010173245,49.915
FREQ,20181010173300,49.940
FREQ,20181010173315,49.947
FREQ,20181010173330,49.930
FREQ,20181010173345,49.942
FREQ,20181010173400,49.945
FREQ,20181010173415,49.940
FREQ,20181010173430,49.972
FREQ,20181010173445,49.932
FREQ,20181010173500,49.985
FREQ,20181010173515,50.002
FREQ,20181010173530,50.010
FREQ,20181010173545,50.030
FREQ,20181010173600,49.987
FREQ,20181010173615,50.002
FREQ,20181010173630,50.030
FREQ,20181010173645,50.037
FREQ,20181010173700,50.045
FREQ,20181010173715,50.025
FREQ,20181010173730,50.020
FREQ,20181010173745,50.017
FREQ,20181010173800,50.027
FREQ,20181010173815,49.980
FREQ,20181010173830,49.990
FREQ,20181010173845,49.977
FREQ,20181010173900,49.972
FREQ,20181010173915,49.960
FREQ,20181010173930,49.960
FREQ,20181010173945,49.940
FREQ,20181010174000,49.965
FREQ,20181010174015,49.960
FREQ,20181010174030,49.945
FREQ,20181010174045,49.942
FREQ,20181010174100,49.972
FREQ,20181010174115,49.950
FREQ,20181010174130,49.935
FREQ,20181010174145,49.972
FREQ,20181010174200,49.970
FREQ,20181010174215,49.942
FREQ,20181010174230,49.950
FREQ,20181010174245,49.922
FREQ,20181010174300,49.932
FREQ,20181010174315,49.927
FREQ,20181010174330,49.942
FREQ,20181010174345,49.950
FREQ,20181010174400,49.920
FREQ,20181010174415,49.922
FREQ,20181010174430,49.922
FREQ,20181010174445,49.927
FREQ,20181010174500,49.947
FREQ,20181010174515,49.925
FREQ,20181010174530,49.935
FREQ,20181010174545,49.937
FREQ,20181010174600,49.950
FREQ,20181010174615,49.960
FREQ,20181010174630,49.992
FREQ,20181010174645,49.990
FREQ,20181010174700,49.937
FREQ,20181010174715,49.980
FREQ,20181010174730,49.995
FREQ,20181010174745,49.977
FREQ,20181010174800,50.017
FREQ,20181010174815,50.040
FREQ,20181010174830,50.062
FREQ,20181010174845,50.062
FREQ,20181010174900,50.052
FREQ,20181010174915,50.055
FREQ,20181010174930,50.062
FREQ,20181010174945,50.102
FREQ,20181010175000,50.115
FREQ,20181010175015,50.130
FREQ,20181010175030,50.135
FREQ,20181010175045,50.147
FREQ,20181010175100,50.137
FREQ,20181010175115,50.110
FREQ,20181010175130,50.132
FREQ,20181010175145,50.150
FREQ,20181010175200,50.142
FREQ,20181010175215,50.152
FREQ,20181010175230,50.130
FREQ,20181010175245,50.127
FREQ,20181010175300,50.137
FREQ,20181010175315,50.160
FREQ,20181010175330,50.180
FREQ,20181010175345,50.170
FREQ,20181010175400,50.163
FREQ,20181010175415,50.190
FREQ,20181010175430,50.163
FREQ,20181010175445,50.168
FREQ,20181010175500,50.175
FREQ,20181010175515,50.200
FREQ,20181010175530,50.188
FREQ,20181010175545,50.150
FREQ,20181010175600,50.132
FREQ,20181010175615,50.127
FREQ,20181010175630,50.127
FREQ,20181010175645,50.132
FREQ,20181010175700,50.135
FREQ,20181010175715,50.125
FREQ,20181010175730,50.120
FREQ,20181010175745,50.100
FREQ,20181010175800,50.092
FREQ,20181010175815,50.080
FREQ,20181010175830,50.085
FREQ,20181010175845,50.102
FREQ,20181010175900,50.105
FREQ,20181010175915,50.122
FREQ,20181010175930,50.145
FREQ,20181010175945,50.157
FREQ,20181010180000,50.168
FREQ,20181010180015,50.160
FREQ,20181010180030,50.155
FREQ,20181010180045,50.178
FREQ,20181010180100,50.183
FREQ,20181010180115,50.152
FREQ,20181010180130,50.168
FREQ,20181010180145,50.165
FREQ,20181010180200,50.180
FREQ,20181010180215,50.178
FREQ,20181010180230,50.193
FREQ,20181010180245,50.155
FREQ,20181010180300,50.135
FREQ,20181010180315,50.142
FREQ,20181010180330,50.127
FREQ,20181010180345,50.130
FREQ,20181010180400,50.130
FREQ,20181010180415,50.110
FREQ,20181010180430,50.152
FREQ,20181010180445,50.122
FREQ,20181010180500,50.142
FREQ,20181010180515,50.130
FREQ,20181010180530,50.122
FREQ,20181010180545,50.090
FREQ,20181010180600,50.085
FREQ,20181010180615,50.080
FREQ,20181010180630,50.082
FREQ,20181010180645,50.147
FREQ,20181010180700,50.142
FREQ,20181010180715,50.130
FREQ,20181010180730,50.132
FREQ,20181010180745,50.125
FREQ,20181010180800,50.117
FREQ,20181010180815,50.127
FREQ,20181010180830,50.100
FREQ,20181010180845,50.040
FREQ,20181010180900,50.052
FREQ,20181010180915,50.070
FREQ,20181010180930,50.065
FREQ,20181010180945,50.072
FREQ,20181010181000,50.082
FREQ,20181010181015,50.085
FREQ,20181010181030,50.102
FREQ,20181010181045,50.112
FREQ,20181010181100,50.092
FREQ,20181010181115,50.072
FREQ,20181010181130,50.070
FREQ,20181010181145,50.100
FREQ,20181010181200,50.062
FREQ,20181010181215,50.090
FREQ,20181010181230,50.067
FREQ,20181010181245,50.095
FREQ,20181010181300,50.097
FREQ,20181010181315,50.062
FREQ,20181010181330,50.072
FREQ,20181010181345,50.122
FREQ,20181010181400,50.112
FREQ,20181010181415,50.107
FREQ,20181010181430,50.135
FREQ,20181010181445,50.160
FREQ,20181010181500,50.137
FREQ,20181010181515,50.137
FREQ,20181010181530,50.130
FREQ,20181010181545,50.155
FREQ,20181010181600,50.175
FREQ,20181010181615,50.203
FREQ,20181010181630,50.190
FREQ,20181010181645,50.215
FREQ,20181010181700,50.210
FREQ,20181010181715,50.218
FREQ,20181010181730,50.223
FREQ,20181010181745,50.190
FREQ,20181010181800,50.175
FREQ,20181010181815,50.155
FREQ,20181010181830,50.112
FREQ,20181010181845,50.100
FREQ,20181010181900,50.075
FREQ,20181010181915,50.052
FREQ,20181010181930,50.042
FREQ,20181010181945,50.017
FREQ,20181010182000,50.047
FREQ,20181010182015,50.012
FREQ,20181010182030,49.985
FREQ,20181010182045,49.997
FREQ,20181010182100,49.957
FREQ,20181010182115,49.925
FREQ,20181010182130,49.917
FREQ,20181010182145,49.935
